                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    123,                0.99008,                 1.2027,                 1.3152,                0.79172,                0.67855,                0.77421,                0.56377,                0.99807,                0.93951,                 1.2838,              0.0075844,              0.0075844,              0.0075844
                    124,                0.99255,                 1.1949,                 1.3134,                0.79231,                0.67868,                0.77459,                0.56418,                0.99769,                0.93803,                 1.2833,              0.0075646,              0.0075646,              0.0075646
                    125,                0.98883,                 1.1964,                  1.311,                0.79338,                0.67951,                0.77523,                 0.5647,                0.99736,                0.93661,                 1.2827,              0.0075448,              0.0075448,              0.0075448
                    126,                0.99526,                 1.1884,                 1.3145,                0.79575,                0.67862,                0.77567,                0.56555,                0.99696,                0.93533,                 1.2821,               0.007525,               0.007525,               0.007525
                    127,                0.99359,                  1.191,                 1.3145,                0.79453,                0.68099,                0.77647,                0.56599,                0.99676,                0.93384,                 1.2817,              0.0075052,              0.0075052,              0.0075052
                    128,                0.98358,                 1.1906,                   1.31,                0.79401,                0.68101,                0.77698,                0.56637,                0.99618,                0.93205,                 1.2808,              0.0074854,              0.0074854,              0.0074854
                    129,                0.99144,                 1.1901,                 1.3128,                0.79454,                0.68211,                 0.7775,                0.56702,                0.99569,                0.93135,                 1.2802,              0.0074656,              0.0074656,              0.0074656
                    130,                0.98832,                 1.1915,                 1.3095,                0.79381,                0.68277,                0.77761,                0.56736,                0.99573,                0.93031,                   1.28,              0.0074458,              0.0074458,              0.0074458
                    131,                0.98542,                  1.183,                 1.3069,                0.79598,                0.68172,                0.77817,                0.56795,                0.99536,                0.92912,                 1.2792,               0.007426,               0.007426,               0.007426
                    132,                0.99172,                 1.1854,                 1.3115,                0.79678,                0.68275,                0.77862,                0.56804,                0.99505,                  0.928,                 1.2788,              0.0074062,              0.0074062,              0.0074062
                    133,                0.98829,                 1.1732,                 1.3072,                 0.7942,                0.68466,                0.77879,                0.56842,                 0.9945,                0.92667,                 1.2779,              0.0073864,              0.0073864,              0.0073864
                    134,                0.98429,                 1.1729,                  1.307,                0.79453,                 0.6846,                0.77924,                0.56871,                0.99426,                0.92533,                 1.2775,              0.0073666,              0.0073666,              0.0073666
                    135,                0.98378,                 1.1756,                 1.3055,                 0.7973,                0.68275,                0.77967,                0.56898,                0.99364,                0.92395,                 1.2767,              0.0073468,              0.0073468,              0.0073468
                    136,                0.98613,                 1.1849,                 1.3075,                0.79714,                0.68343,                0.78008,                0.56933,                0.99305,                0.92271,                 1.2761,               0.007327,               0.007327,               0.007327
                    137,                0.98025,                 1.1705,                 1.3048,                0.79328,                0.68829,                0.78062,                 0.5698,                0.99249,                 0.9215,                 1.2753,              0.0073072,              0.0073072,              0.0073072
                    138,                0.98186,                 1.1621,                 1.3047,                0.79314,                 0.6885,                0.78132,                0.57049,                0.99204,                0.92016,                 1.2747,              0.0072874,              0.0072874,              0.0072874
                    139,                0.98381,                 1.1781,                 1.3046,                0.79342,                0.68921,                0.78173,                  0.571,                0.99125,                0.91876,                 1.2736,              0.0072676,              0.0072676,              0.0072676
                    140,                0.98016,                 1.1676,                 1.3021,                0.79469,                0.68874,                  0.782,                0.57154,                  0.991,                0.91737,                 1.2731,              0.0072478,              0.0072478,              0.0072478
                    141,                0.98515,                 1.1656,                 1.3023,                0.78758,                0.69477,                0.78272,                0.57168,                0.99052,                0.91603,                 1.2724,               0.007228,               0.007228,               0.007228
                    142,                0.97919,                 1.1624,                    1.3,                0.78555,                0.69642,                0.78309,                0.57209,                0.99005,                0.91462,                 1.2715,              0.0072082,              0.0072082,              0.0072082
                    143,                0.97983,                 1.1575,                 1.2994,                0.78595,                0.69685,                0.78355,                0.57281,                0.98946,                0.91322,                 1.2707,              0.0071884,              0.0071884,              0.0071884
                    144,                0.98061,                 1.1613,                 1.3002,                 0.7859,                0.69718,                  0.784,                 0.5734,                0.98904,                0.91181,                   1.27,              0.0071686,              0.0071686,              0.0071686
