                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                0.99635,                 1.1822,                 1.3458,                0.78455,                0.69176,                 0.7798,                 0.5723,                 1.0023,                0.93415,                 1.3208,              0.0077428,              0.0077428,              0.0077428
                    116,                 1.0022,                 1.1805,                 1.3444,                0.78536,                0.69193,                0.78034,                0.57334,                 1.0017,                0.93331,                 1.3199,               0.007723,               0.007723,               0.007723
                    117,                0.98863,                 1.1668,                 1.3308,                0.78558,                0.69356,                0.78092,                 0.5738,                 1.0016,                0.93189,                 1.3195,              0.0077032,              0.0077032,              0.0077032
                    118,                0.99091,                 1.1617,                 1.3308,                0.78631,                0.69413,                0.78131,                 0.5741,                 1.0014,                0.93057,                 1.3189,              0.0076834,              0.0076834,              0.0076834
                    119,                0.99478,                 1.1882,                 1.3377,                0.78138,                0.70008,                0.78175,                 0.5745,                 1.0009,                0.92907,                 1.3182,              0.0076636,              0.0076636,              0.0076636
                    120,                0.98547,                 1.1539,                 1.3268,                0.77997,                0.70077,                0.78207,                0.57476,                 1.0005,                0.92754,                 1.3177,              0.0076438,              0.0076438,              0.0076438
                    121,                0.97662,                 1.1507,                 1.3205,                0.78343,                 0.6986,                0.78251,                0.57515,                 1.0003,                 0.9259,                 1.3171,               0.007624,               0.007624,               0.007624
                    122,                0.97792,                 1.1653,                 1.3262,                0.77857,                0.70271,                0.78287,                0.57607,                0.99997,                0.92427,                 1.3163,              0.0076042,              0.0076042,              0.0076042
                    123,                0.96088,                 1.1537,                 1.3211,                0.77661,                0.70331,                0.78326,                0.57652,                0.99963,                0.92313,                 1.3158,              0.0075844,              0.0075844,              0.0075844
                    124,                0.98351,                 1.1593,                 1.3288,                 0.7778,                0.70234,                0.78342,                0.57699,                 0.9992,                0.92149,                  1.315,              0.0075646,              0.0075646,              0.0075646
                    125,                0.97382,                 1.1584,                 1.3252,                0.77891,                0.70275,                0.78405,                 0.5774,                0.99866,                0.92008,                 1.3143,              0.0075448,              0.0075448,              0.0075448
                    126,                0.98778,                 1.1605,                 1.3342,                0.77816,                0.70205,                0.78402,                0.57748,                0.99833,                0.91869,                 1.3137,               0.007525,               0.007525,               0.007525
                    127,                0.98275,                 1.1512,                 1.3274,                0.77922,                0.70186,                 0.7841,                0.57805,                0.99778,                0.91762,                 1.3128,              0.0075052,              0.0075052,              0.0075052
                    128,                0.97341,                 1.1372,                   1.32,                0.77943,                 0.7028,                0.78415,                0.57878,                0.99731,                 0.9165,                  1.312,              0.0074854,              0.0074854,              0.0074854
                    129,                 0.9694,                 1.1376,                  1.317,                0.77971,                 0.7038,                0.78462,                0.57898,                0.99676,                0.91547,                  1.311,              0.0074656,              0.0074656,              0.0074656
                    130,                 0.9795,                 1.1426,                 1.3223,                0.77945,                0.70479,                0.78507,                0.57959,                0.99648,                0.91402,                 1.3102,              0.0074458,              0.0074458,              0.0074458
                    131,                0.96332,                 1.1406,                 1.3246,                0.77566,                0.70915,                0.78543,                0.57994,                0.99636,                0.91251,                 1.3098,               0.007426,               0.007426,               0.007426
                    132,                0.97904,                 1.1284,                 1.3193,                0.78489,                0.70168,                 0.7857,                0.58029,                 0.9958,                0.91165,                 1.3092,              0.0074062,              0.0074062,              0.0074062
                    133,                0.97324,                 1.1226,                 1.3178,                 0.7865,                0.70105,                0.78591,                0.58064,                0.99539,                0.91045,                 1.3083,              0.0073864,              0.0073864,              0.0073864
                    134,                0.97731,                  1.139,                 1.3222,                 0.7864,                0.70293,                0.78643,                0.58107,                0.99495,                0.90943,                 1.3076,              0.0073666,              0.0073666,              0.0073666
                    135,                 0.9766,                 1.1259,                 1.3139,                0.78484,                0.70546,                0.78687,                 0.5813,                0.99488,                0.90815,                 1.3072,              0.0073468,              0.0073468,              0.0073468
                    136,                0.96038,                 1.1154,                 1.3097,                0.78375,                0.70747,                0.78711,                  0.582,                0.99442,                0.90713,                 1.3066,               0.007327,               0.007327,               0.007327
                    137,                   0.97,                 1.1233,                 1.3187,                0.78894,                0.70353,                0.78772,                0.58203,                0.99392,                0.90561,                 1.3059,              0.0073072,              0.0073072,              0.0073072
                    138,                0.98216,                  1.139,                 1.3232,                0.78828,                0.70475,                0.78814,                0.58262,                0.99355,                0.90463,                 1.3055,              0.0072874,              0.0072874,              0.0072874
                    139,                0.97373,                 1.1272,                 1.3172,                0.79033,                0.70458,                0.78824,                0.58293,                0.99327,                0.90325,                 1.3051,              0.0072676,              0.0072676,              0.0072676
                    140,                0.95614,                 1.1006,                 1.3017,                0.79115,                  0.704,                0.78846,                 0.5831,                0.99295,                 0.9022,                 1.3044,              0.0072478,              0.0072478,              0.0072478
                    141,                0.97586,                 1.1251,                 1.3202,                0.79316,                0.70322,                0.78896,                0.58333,                 0.9927,                0.90103,                 1.3038,               0.007228,               0.007228,               0.007228
                    142,                 0.9744,                 1.1105,                 1.3098,                0.79407,                0.70289,                0.78939,                0.58406,                0.99253,                0.89991,                 1.3033,              0.0072082,              0.0072082,              0.0072082
                    143,                 0.9605,                 1.1006,                 1.3047,                0.79566,                0.70168,                0.78988,                 0.5842,                0.99225,                0.89874,                 1.3027,              0.0071884,              0.0071884,              0.0071884
                    144,                0.96614,                 1.1151,                 1.3099,                0.79552,                0.70266,                0.79007,                0.58452,                0.99176,                0.89767,                 1.3019,              0.0071686,              0.0071686,              0.0071686
                    145,                0.96578,                 1.1116,                 1.3103,                0.79557,                0.70274,                0.79007,                0.58471,                0.99114,                0.89683,                 1.3012,              0.0071488,              0.0071488,              0.0071488
                    146,                0.95156,                 1.1025,                  1.303,                 0.7951,                0.70361,                0.79033,                0.58492,                0.99063,                0.89575,                 1.3004,               0.007129,               0.007129,               0.007129
