                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                0.95686,                 1.1519,                 1.3117,                0.78741,                0.70727,                 0.7931,                0.59318,                0.94223,                0.89283,                 1.2659,              0.0072676,              0.0072676,              0.0072676
                    140,                0.95284,                 1.1459,                 1.3091,                0.79109,                0.70629,                0.79355,                0.59376,                0.94189,                0.89157,                 1.2653,              0.0072478,              0.0072478,              0.0072478
                    141,                0.95497,                 1.1467,                 1.3091,                0.79205,                0.70707,                0.79413,                0.59411,                0.94141,                0.89018,                 1.2646,               0.007228,               0.007228,               0.007228
                    142,                0.94953,                 1.1374,                  1.304,                0.79176,                0.70819,                0.79451,                0.59445,                 0.9411,                  0.889,                 1.2639,              0.0072082,              0.0072082,              0.0072082
                    143,                 0.9523,                 1.1406,                 1.3069,                0.79287,                0.70987,                0.79512,                0.59479,                 0.9405,                0.88808,                 1.2631,              0.0071884,              0.0071884,              0.0071884
                    144,                 0.9514,                 1.1364,                 1.3069,                0.79299,                0.71009,                0.79513,                0.59537,                0.93999,                  0.887,                 1.2623,              0.0071686,              0.0071686,              0.0071686
                    145,                0.94654,                 1.1396,                 1.3019,                0.79272,                0.71072,                0.79561,                0.59582,                0.93963,                0.88577,                 1.2617,              0.0071488,              0.0071488,              0.0071488
                    146,                0.94384,                  1.128,                 1.3005,                0.79239,                0.71185,                0.79598,                0.59629,                0.93906,                0.88459,                 1.2607,               0.007129,               0.007129,               0.007129
                    147,                0.95072,                 1.1286,                 1.3034,                0.79411,                0.71134,                0.79641,                0.59664,                0.93853,                0.88337,                   1.26,              0.0071092,              0.0071092,              0.0071092
                    148,                0.95047,                 1.1296,                 1.3028,                0.79338,                0.71255,                0.79695,                0.59702,                0.93836,                0.88222,                 1.2594,              0.0070894,              0.0070894,              0.0070894
